T1GD_ED_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformity,pyarrow.lib.DoubleScalar,101.246988
T1GD_ED_GLSZM_Bins-16_Radius-1_GreyLevelMean,pyarrow.lib.DoubleScalar,7.635542169
T1GD_ED_GLRLM_Bins-16_Radius-1_ShortRunLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.0216951457
T1GD_ED_GLRLM_Bins-16_Radius-1_ShortRunHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,51.07309518
T1GD_ED_GLRLM_Bins-16_Radius-1_ShortRunEmphasis,pyarrow.lib.DoubleScalar,0.9723921101
T1GD_ED_GLRLM_Bins-16_Radius-1_RunLengthNonuniformity,pyarrow.lib.DoubleScalar,333077.8056
T1GD_ED_GLRLM_Bins-16_Radius-1_LowGreyLevelRunEmphasis,pyarrow.lib.DoubleScalar,0.0222265378
T1GD_ED_GLRLM_Bins-16_Radius-1_LongRunLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.02472820968
T1GD_ED_GLRLM_Bins-16_Radius-1_LongRunHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,59.84921437
T1GD_ED_GLRLM_Bins-16_Radius-1_LongRunEmphasis,pyarrow.lib.DoubleScalar,1.131358607
T1GD_ED_GLRLM_Bins-16_Radius-1_HighGreyLevelRunEmphasis,pyarrow.lib.DoubleScalar,52.5835926
T1GD_ED_GLRLM_Bins-16_Radius-1_GreyLevelNonuniformity,pyarrow.lib.DoubleScalar,83998.95124
T1GD_ED_GLCM_Bins-16_Radius-1_Homogeneity,pyarrow.lib.DoubleScalar,0.6734311907
T1GD_ED_GLCM_Bins-16_Radius-1_Entropy,pyarrow.lib.DoubleScalar,3.940336192
T1GD_ED_GLCM_Bins-16_Radius-1_Energy,pyarrow.lib.DoubleScalar,0.1041738443
T1GD_ED_GLCM_Bins-16_Radius-1_Correlation,pyarrow.lib.DoubleScalar,0.4258893428
T1GD_ED_GLCM_Bins-16_Radius-1_Contrast,pyarrow.lib.DoubleScalar,1.169590854
T1GD_ED_GLCM_Bins-16_Radius-1_ClusterShade,pyarrow.lib.DoubleScalar,-1.426778768
T1GD_ED_GLCM_Bins-16_Radius-1_ClusterProminence,pyarrow.lib.DoubleScalar,49.59996402
T1GD_ED_GLCM_Bins-16_Radius-1_AutoCorrelation,pyarrow.lib.DoubleScalar,2538.659873
T1GD_ED_Morphologic_Roundness,pyarrow.lib.DoubleScalar,0.5729691993
T1GD_ED_Morphologic_PixelsOnBorder,pyarrow.lib.Int64Scalar,0
T1GD_ED_Morphologic_PhysicalSize,pyarrow.lib.Int64Scalar,21565
T1GD_ED_Morphologic_PerimeterOnBorderRatio,pyarrow.lib.DoubleScalar,0.0
T1GD_ED_Morphologic_PerimeterOnBorder,pyarrow.lib.Int64Scalar,0
T1GD_ED_Morphologic_Perimeter,pyarrow.lib.DoubleScalar,6539.117727
T1GD_ED_Morphologic_OrientedBoundingBoxSize_Axis-2,pyarrow.lib.Int64Scalar,0
T1GD_ED_Morphologic_OrientedBoundingBoxSize_Axis-1,pyarrow.lib.Int64Scalar,0
T1GD_ED_Morphologic_OrientedBoundingBoxSize_Axis-0,pyarrow.lib.Int64Scalar,0
T1GD_ED_Morphologic_NumberOfPixels,pyarrow.lib.Int64Scalar,21565
T1GD_ED_Morphologic_LargestComponentSize,pyarrow.lib.Int64Scalar,21565
T1GD_ED_Morphologic_Flatness,pyarrow.lib.DoubleScalar,1.298829985
T1GD_ED_Morphologic_EquivalentSphericalRadius,pyarrow.lib.DoubleScalar,17.267135
T1GD_ED_Morphologic_EquivalentSphericalPerimeter,pyarrow.lib.DoubleScalar,3746.713048
T1GD_ED_Morphologic_Elongation,pyarrow.lib.DoubleScalar,1.132906132
T1GD_ED_Morphologic_EllipseDiameter_Axis-2,pyarrow.lib.DoubleScalar,40.94777742
T1GD_ED_Morphologic_EllipseDiameter_Axis-1,pyarrow.lib.DoubleScalar,36.14401604
T1GD_ED_Morphologic_EllipseDiameter_Axis-0,pyarrow.lib.DoubleScalar,27.8281349
T1GD_ED_Morphologic_Eccentricity,pyarrow.lib.DoubleScalar,0.6325553549
T1GD_ED_Volumetric_Volume,pyarrow.lib.Int64Scalar,21575
T1GD_ED_Volumetric_Pixels,pyarrow.lib.Int64Scalar,21575
T1GD_ED_Histogram_Bins-16_Bins-16_Variance,pyarrow.lib.DoubleScalar,1.218331353
T1GD_ED_Histogram_Bins-16_Bins-16_Uniformity,pyarrow.lib.DoubleScalar,0.2699834972
T1GD_ED_Histogram_Bins-16_Bins-16_TwentyFifthPercentile,pyarrow.lib.Int64Scalar,5
T1GD_ED_Histogram_Bins-16_Bins-16_TenthPercentile,pyarrow.lib.Int64Scalar,5
T1GD_ED_Histogram_Bins-16_Bins-16_Sum,pyarrow.lib.Int64Scalar,131911
T1GD_ED_Histogram_Bins-16_Bins-16_StandardDeviation,pyarrow.lib.DoubleScalar,1.103780482
T1GD_ED_Histogram_Bins-16_Bins-16_Skewness,pyarrow.lib.DoubleScalar,-0.1051080592
T1GD_ED_Histogram_Bins-16_Bins-16_SeventyFifthPercentile,pyarrow.lib.Int64Scalar,7
T1GD_ED_Histogram_Bins-16_Bins-16_RootMeanSquare,pyarrow.lib.DoubleScalar,6.212897287
T1GD_ED_Histogram_Bins-16_Bins-16_RobustMeanAbsoluteDeviation1090,pyarrow.lib.DoubleScalar,0.6131921981
T1GD_ED_Histogram_Bins-16_Bins-16_Range,pyarrow.lib.Int64Scalar,15
T1GD_ED_Histogram_Bins-16_Bins-16_QuartileCoefficientOfVariation,pyarrow.lib.DoubleScalar,0.1666666667
T1GD_ED_Histogram_Bins-16_Bins-16_NinetyFifthPercentileMean,pyarrow.lib.DoubleScalar,59.63401109
T1GD_ED_Histogram_Bins-16_Bins-16_NinetyFifthPercentile,pyarrow.lib.DoubleScalar,56.88704703
T1GD_ED_Histogram_Bins-16_Bins-16_NinetiethPercentile,pyarrow.lib.Int64Scalar,7
T1GD_ED_Histogram_Bins-16_Bins-16_Mode,pyarrow.lib.Int64Scalar,6
T1GD_ED_Histogram_Bins-16_Bins-16_Minimum,pyarrow.lib.Int64Scalar,0
T1GD_ED_Histogram_Bins-16_Bins-16_MedianAbsoluteDeviation,pyarrow.lib.DoubleScalar,0.1140672074
T1GD_ED_Histogram_Bins-16_Bins-16_Median,pyarrow.lib.Int64Scalar,6
T1GD_ED_Histogram_Bins-16_Bins-16_MeanAbsoluteDeviation,pyarrow.lib.DoubleScalar,-1.498981704e-13
T1GD_ED_Histogram_Bins-16_Bins-16_Mean,pyarrow.lib.DoubleScalar,6.114067207
T1GD_ED_Histogram_Bins-16_Bins-16_Maximum,pyarrow.lib.Int64Scalar,15
T1GD_ED_Histogram_Bins-16_Bins-16_Kurtosis,pyarrow.lib.DoubleScalar,5.01606778
T1GD_ED_Histogram_Bins-16_Bins-16_InterQuartileRange,pyarrow.lib.Int64Scalar,2
T1GD_ED_Histogram_Bins-16_Bins-16_FifthPercentileMean,pyarrow.lib.DoubleScalar,33.93263473
T1GD_ED_Histogram_Bins-16_Bins-16_FifthPercentile,pyarrow.lib.DoubleScalar,37.93745018
T1GD_ED_Histogram_Bins-16_Bins-16_Entropy,pyarrow.lib.DoubleScalar,2.156662472
T1GD_ED_Histogram_Bins-16_Bins-16_Energy,pyarrow.lib.Int64Scalar,832797
T1GD_ED_Histogram_Bins-16_Bins-16_CoefficientOfVariation,pyarrow.lib.DoubleScalar,0.1805312969
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-9_Probability,pyarrow.lib.DoubleScalar,0.009733487833
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-9_Frequency,pyarrow.lib.Int64Scalar,210
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-8_Probability,pyarrow.lib.DoubleScalar,0.05826187717
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-8_Frequency,pyarrow.lib.Int64Scalar,1257
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-7_Probability,pyarrow.lib.DoubleScalar,0.2993742758
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-7_Frequency,pyarrow.lib.Int64Scalar,6459
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-6_Probability,pyarrow.lib.DoubleScalar,0.3653302433
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-6_Frequency,pyarrow.lib.Int64Scalar,7882
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-5_Probability,pyarrow.lib.DoubleScalar,0.2018539977
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-5_Frequency,pyarrow.lib.Int64Scalar,4355
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-4_Probability,pyarrow.lib.DoubleScalar,0.05061413673
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-4_Frequency,pyarrow.lib.Int64Scalar,1092
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-3_Probability,pyarrow.lib.DoubleScalar,0.009455388181
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-3_Frequency,pyarrow.lib.Int64Scalar,204
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-2_Probability,pyarrow.lib.DoubleScalar,0.00180764774
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-2_Frequency,pyarrow.lib.Int64Scalar,39
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-1_Probability,pyarrow.lib.DoubleScalar,0.0005561993048
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-1_Frequency,pyarrow.lib.Int64Scalar,12
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-15_Probability,pyarrow.lib.DoubleScalar,9.269988413e-05
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-15_Frequency,pyarrow.lib.Int64Scalar,2
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-14_Probability,pyarrow.lib.DoubleScalar,0.0001853997683
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-14_Frequency,pyarrow.lib.Int64Scalar,4
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-13_Probability,pyarrow.lib.DoubleScalar,4.634994206e-05
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-13_Frequency,pyarrow.lib.Int64Scalar,1
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-12_Probability,pyarrow.lib.DoubleScalar,0.0001390498262
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-12_Frequency,pyarrow.lib.Int64Scalar,3
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-11_Probability,pyarrow.lib.DoubleScalar,0.0004634994206
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-11_Frequency,pyarrow.lib.Int64Scalar,10
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-10_Probability,pyarrow.lib.DoubleScalar,0.001714947856
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-10_Frequency,pyarrow.lib.Int64Scalar,37
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-0_Probability,pyarrow.lib.DoubleScalar,0.0003707995365
T1GD_ED_Histogram_Bins-16_Bins-16_Bin-0_Frequency,pyarrow.lib.Int64Scalar,8
T1GD_ED_Intensity_Variance,pyarrow.lib.DoubleScalar,31.40792493
T1GD_ED_Intensity_TenthPercentile,pyarrow.lib.Int64Scalar,41
T1GD_ED_Intensity_Sum,pyarrow.lib.Int64Scalar,1030295
T1GD_ED_Intensity_StandardDeviation,pyarrow.lib.DoubleScalar,5.604277378
T1GD_ED_Intensity_Skewness,pyarrow.lib.DoubleScalar,0.001741018294
T1GD_ED_Intensity_RootMeanSquare,pyarrow.lib.DoubleScalar,48.08182433
T1GD_ED_Intensity_Range,pyarrow.lib.Int64Scalar,84
T1GD_ED_Intensity_QuartileCoefficientOfVariation,pyarrow.lib.DoubleScalar,0.07368421053
T1GD_ED_Intensity_NinetiethPercentile,pyarrow.lib.Int64Scalar,54
T1GD_ED_Intensity_Mode,pyarrow.lib.Int64Scalar,48
T1GD_ED_Intensity_Minimum,pyarrow.lib.Int64Scalar,13
T1GD_ED_Intensity_MedianAbsoluteDeviation,pyarrow.lib.DoubleScalar,-0.2458864426
T1GD_ED_Intensity_Median,pyarrow.lib.DoubleScalar,48.0
T1GD_ED_Intensity_MeanAbsoluteDeviation,pyarrow.lib.DoubleScalar,4.59167042e-14
T1GD_ED_Intensity_Mean,pyarrow.lib.DoubleScalar,47.75411356
T1GD_ED_Intensity_Maximum,pyarrow.lib.Int64Scalar,97
T1GD_ED_Intensity_Kurtosis,pyarrow.lib.DoubleScalar,5.332752459
T1GD_ED_Intensity_InterQuartileRange,pyarrow.lib.Int64Scalar,7
T1GD_ED_Intensity_Energy,pyarrow.lib.Int64Scalar,49878419
T1GD_ED_Intensity_CoefficientOfVariation,pyarrow.lib.DoubleScalar,0.1173569555
FLAIR_NC_LBP_Radius-1_Bins-16_LBP,pyarrow.lib.DoubleScalar,3622.481293
FLAIR_NC_NGTDM_Strength,pyarrow.lib.DoubleScalar,0.3746251442
FLAIR_NC_NGTDM_Contrast,pyarrow.lib.DoubleScalar,0.5954974582
FLAIR_NC_NGTDM_Complexity,pyarrow.lib.DoubleScalar,827.7688847
FLAIR_NC_NGTDM_Coarsness,pyarrow.lib.DoubleScalar,0.003910942972
FLAIR_NC_NGTDM_Busyness,pyarrow.lib.DoubleScalar,2.114877284
FLAIR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeVariance,pyarrow.lib.DoubleScalar,6.570651953
FLAIR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeNoneUniformityNormalized,pyarrow.lib.DoubleScalar,0.5447279809
FLAIR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeNonUniformity,pyarrow.lib.DoubleScalar,85.52229299
FLAIR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeMean,pyarrow.lib.DoubleScalar,1.949044586
FLAIR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeEntropy,pyarrow.lib.DoubleScalar,4.841311593
FLAIR_NC_GLSZM_Bins-16_Radius-1_ZonePercentage,pyarrow.lib.DoubleScalar,0.5130718954
FLAIR_NC_GLSZM_Bins-16_Radius-1_SmallZoneLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.03062124423
FLAIR_NC_GLSZM_Bins-16_Radius-1_SmallZoneHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,65.43749798
FLAIR_NC_GLSZM_Bins-16_Radius-1_SmallZoneEmphasis,pyarrow.lib.DoubleScalar,0.760102426
FLAIR_NC_GLSZM_Bins-16_Radius-1_LowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.03597703386
FLAIR_NC_GLSZM_Bins-16_Radius-1_LargeZoneLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.2371016243
FLAIR_NC_GLSZM_Bins-16_Radius-1_LargeZoneHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,729.3248408
FLAIR_NC_GLSZM_Bins-16_Radius-1_LargeZoneEmphasis,pyarrow.lib.DoubleScalar,10.36942675
FLAIR_NC_GLSZM_Bins-16_Radius-1_HighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,83.84076433
FLAIR_NC_GLSZM_Bins-16_Radius-1_GreyLevelVariance,pyarrow.lib.DoubleScalar,10.44934886
FLAIR_NC_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformityNormalized,pyarrow.lib.DoubleScalar,0.08840115218
FLAIR_NC_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformity,pyarrow.lib.DoubleScalar,13.87898089
FLAIR_NC_GLSZM_Bins-16_Radius-1_GreyLevelMean,pyarrow.lib.DoubleScalar,8.566878981
FLAIR_NC_GLRLM_Bins-16_Radius-1_ShortRunLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.02884221943
FLAIR_NC_GLRLM_Bins-16_Radius-1_ShortRunHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,75.61086383
FLAIR_NC_GLRLM_Bins-16_Radius-1_ShortRunEmphasis,pyarrow.lib.DoubleScalar,0.9611408597
FLAIR_NC_GLRLM_Bins-16_Radius-1_RunLengthNonuniformity,pyarrow.lib.DoubleScalar,6748.085141
FLAIR_NC_GLRLM_Bins-16_Radius-1_LowGreyLevelRunEmphasis,pyarrow.lib.DoubleScalar,0.02960734551
FLAIR_NC_GLRLM_Bins-16_Radius-1_LongRunLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.0332699017
FLAIR_NC_GLRLM_Bins-16_Radius-1_LongRunHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,93.17349398
FLAIR_NC_GLRLM_Bins-16_Radius-1_LongRunEmphasis,pyarrow.lib.DoubleScalar,1.190093708
FLAIR_NC_GLRLM_Bins-16_Radius-1_HighGreyLevelRunEmphasis,pyarrow.lib.DoubleScalar,78.57965194
FLAIR_NC_GLRLM_Bins-16_Radius-1_GreyLevelNonuniformity,pyarrow.lib.DoubleScalar,744.8958501
FLAIR_NC_GLCM_Bins-16_Radius-1_Homogeneity,pyarrow.lib.DoubleScalar,0.3475863722
FLAIR_NC_GLCM_Bins-16_Radius-1_Entropy,pyarrow.lib.DoubleScalar,6.783743468
FLAIR_NC_GLCM_Bins-16_Radius-1_Energy,pyarrow.lib.DoubleScalar,0.01214293555
FLAIR_NC_GLCM_Bins-16_Radius-1_Correlation,pyarrow.lib.DoubleScalar,0.05786219676
FLAIR_NC_GLCM_Bins-16_Radius-1_Contrast,pyarrow.lib.DoubleScalar,8.640692641
FLAIR_NC_GLCM_Bins-16_Radius-1_ClusterShade,pyarrow.lib.DoubleScalar,59.31134896
FLAIR_NC_GLCM_Bins-16_Radius-1_ClusterProminence,pyarrow.lib.DoubleScalar,1777.656044
FLAIR_NC_GLCM_Bins-16_Radius-1_AutoCorrelation,pyarrow.lib.DoubleScalar,22515.59475
FLAIR_NC_Morphologic_Roundness,pyarrow.lib.DoubleScalar,0.5390923448
FLAIR_NC_Morphologic_PixelsOnBorder,pyarrow.lib.Int64Scalar,0
FLAIR_NC_Morphologic_PhysicalSize,pyarrow.lib.Int64Scalar,233
FLAIR_NC_Morphologic_PerimeterOnBorderRatio,pyarrow.lib.DoubleScalar,0.0
FLAIR_NC_Morphologic_PerimeterOnBorder,pyarrow.lib.Int64Scalar,0
FLAIR_NC_Morphologic_Perimeter,pyarrow.lib.DoubleScalar,339.6708205
FLAIR_NC_Morphologic_OrientedBoundingBoxSize_Axis-2,pyarrow.lib.Int64Scalar,0
FLAIR_NC_Morphologic_OrientedBoundingBoxSize_Axis-1,pyarrow.lib.Int64Scalar,0
FLAIR_NC_Morphologic_OrientedBoundingBoxSize_Axis-0,pyarrow.lib.Int64Scalar,0
FLAIR_NC_Morphologic_NumberOfPixels,pyarrow.lib.Int64Scalar,233
FLAIR_NC_Morphologic_LargestComponentSize,pyarrow.lib.Int64Scalar,233
FLAIR_NC_Morphologic_Flatness,pyarrow.lib.DoubleScalar,1.616136373
FLAIR_NC_Morphologic_EquivalentSphericalRadius,pyarrow.lib.DoubleScalar,3.817295414
FLAIR_NC_Morphologic_EquivalentSphericalPerimeter,pyarrow.lib.DoubleScalar,183.1139391
FLAIR_NC_Morphologic_Elongation,pyarrow.lib.DoubleScalar,1.594919074
FLAIR_NC_Morphologic_EllipseDiameter_Axis-2,pyarrow.lib.LargeStringScalar,12.23031199
FLAIR_NC_Morphologic_EllipseDiameter_Axis-1,pyarrow.lib.LargeStringScalar,7.66829627
FLAIR_NC_Morphologic_EllipseDiameter_Axis-0,pyarrow.lib.LargeStringScalar,4.744832428
FLAIR_NC_Morphologic_Eccentricity,pyarrow.lib.LargeStringScalar,0.8699164149
FLAIR_NC_Volumetric_Volume,pyarrow.lib.Int64Scalar,306
FLAIR_NC_Volumetric_Pixels,pyarrow.lib.Int64Scalar,306
FLAIR_NC_Histogram_Bins-16_Bins-16_Variance,pyarrow.lib.DoubleScalar,8.587260259
FLAIR_NC_Histogram_Bins-16_Bins-16_Uniformity,pyarrow.lib.DoubleScalar,0.09660814217
FLAIR_NC_Histogram_Bins-16_Bins-16_TwentyFifthPercentile,pyarrow.lib.Int64Scalar,5
FLAIR_NC_Histogram_Bins-16_Bins-16_TenthPercentile,pyarrow.lib.Int64Scalar,4
FLAIR_NC_Histogram_Bins-16_Bins-16_Sum,pyarrow.lib.Int64Scalar,2231
FLAIR_NC_Histogram_Bins-16_Bins-16_StandardDeviation,pyarrow.lib.DoubleScalar,2.930402747
FLAIR_NC_Histogram_Bins-16_Bins-16_Skewness,pyarrow.lib.DoubleScalar,0.1937820864
FLAIR_NC_Histogram_Bins-16_Bins-16_SeventyFifthPercentile,pyarrow.lib.Int64Scalar,9
FLAIR_NC_Histogram_Bins-16_Bins-16_RootMeanSquare,pyarrow.lib.DoubleScalar,7.855933189
FLAIR_NC_Histogram_Bins-16_Bins-16_RobustMeanAbsoluteDeviation1090,pyarrow.lib.DoubleScalar,1.726956715
FLAIR_NC_Histogram_Bins-16_Bins-16_Range,pyarrow.lib.Int64Scalar,15
FLAIR_NC_Histogram_Bins-16_Bins-16_QuartileCoefficientOfVariation,pyarrow.lib.DoubleScalar,0.2857142857
FLAIR_NC_Histogram_Bins-16_Bins-16_NinetyFifthPercentileMean,pyarrow.lib.DoubleScalar,169.7857143
FLAIR_NC_Histogram_Bins-16_Bins-16_NinetyFifthPercentile,pyarrow.lib.DoubleScalar,166.4243408
FLAIR_NC_Histogram_Bins-16_Bins-16_NinetiethPercentile,pyarrow.lib.Int64Scalar,11
FLAIR_NC_Histogram_Bins-16_Bins-16_Mode,pyarrow.lib.Int64Scalar,8
FLAIR_NC_Histogram_Bins-16_Bins-16_Minimum,pyarrow.lib.Int64Scalar,0
FLAIR_NC_Histogram_Bins-16_Bins-16_MedianAbsoluteDeviation,pyarrow.lib.DoubleScalar,0.2908496732
FLAIR_NC_Histogram_Bins-16_Bins-16_Median,pyarrow.lib.DoubleScalar,7.0
FLAIR_NC_Histogram_Bins-16_Bins-16_MeanAbsoluteDeviation,pyarrow.lib.DoubleScalar,-5.514833325e-16
FLAIR_NC_Histogram_Bins-16_Bins-16_Mean,pyarrow.lib.DoubleScalar,7.290849673
FLAIR_NC_Histogram_Bins-16_Bins-16_Maximum,pyarrow.lib.Int64Scalar,15
FLAIR_NC_Histogram_Bins-16_Bins-16_Kurtosis,pyarrow.lib.DoubleScalar,2.675387275
FLAIR_NC_Histogram_Bins-16_Bins-16_InterQuartileRange,pyarrow.lib.Int64Scalar,4
FLAIR_NC_Histogram_Bins-16_Bins-16_FifthPercentileMean,pyarrow.lib.DoubleScalar,129.2307692
FLAIR_NC_Histogram_Bins-16_Bins-16_FifthPercentile,pyarrow.lib.DoubleScalar,132.649152
FLAIR_NC_Histogram_Bins-16_Bins-16_Entropy,pyarrow.lib.DoubleScalar,3.556246655
FLAIR_NC_Histogram_Bins-16_Bins-16_Energy,pyarrow.lib.Int64Scalar,18885
FLAIR_NC_Histogram_Bins-16_Bins-16_CoefficientOfVariation,pyarrow.lib.DoubleScalar,0.4019288393
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-9_Probability,pyarrow.lib.DoubleScalar,0.1013071895
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-9_Frequency,pyarrow.lib.Int64Scalar,31
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-8_Probability,pyarrow.lib.DoubleScalar,0.1405228758
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-8_Frequency,pyarrow.lib.Int64Scalar,43
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-7_Probability,pyarrow.lib.DoubleScalar,0.1274509804
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-7_Frequency,pyarrow.lib.Int64Scalar,39
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-6_Probability,pyarrow.lib.DoubleScalar,0.1078431373
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-6_Frequency,pyarrow.lib.Int64Scalar,33
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-5_Probability,pyarrow.lib.DoubleScalar,0.1209150327
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-5_Frequency,pyarrow.lib.Int64Scalar,37
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-4_Probability,pyarrow.lib.DoubleScalar,0.08496732026
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-4_Frequency,pyarrow.lib.Int64Scalar,26
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-3_Probability,pyarrow.lib.DoubleScalar,0.04901960784
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-3_Frequency,pyarrow.lib.Int64Scalar,15
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-2_Probability,pyarrow.lib.DoubleScalar,0.03267973856
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-2_Frequency,pyarrow.lib.Int64Scalar,10
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-1_Probability,pyarrow.lib.DoubleScalar,0.003267973856
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-1_Frequency,pyarrow.lib.Int64Scalar,1
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-15_Probability,pyarrow.lib.DoubleScalar,0.006535947712
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-15_Frequency,pyarrow.lib.Int64Scalar,2
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-14_Probability,pyarrow.lib.DoubleScalar,0.01307189542
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-14_Frequency,pyarrow.lib.Int64Scalar,4
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-13_Probability,pyarrow.lib.DoubleScalar,0.03594771242
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-13_Frequency,pyarrow.lib.Int64Scalar,11
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-12_Probability,pyarrow.lib.DoubleScalar,0.03267973856
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-12_Frequency,pyarrow.lib.Int64Scalar,10
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-11_Probability,pyarrow.lib.DoubleScalar,0.04248366013
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-11_Frequency,pyarrow.lib.Int64Scalar,13
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-10_Probability,pyarrow.lib.DoubleScalar,0.09477124183
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-10_Frequency,pyarrow.lib.Int64Scalar,29
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-0_Probability,pyarrow.lib.DoubleScalar,0.006535947712
FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-0_Frequency,pyarrow.lib.Int64Scalar,2
FLAIR_NC_Intensity_Variance,pyarrow.lib.DoubleScalar,97.4106611
FLAIR_NC_Intensity_TenthPercentile,pyarrow.lib.Int64Scalar,136
FLAIR_NC_Intensity_Sum,pyarrow.lib.Int64Scalar,45385
FLAIR_NC_Intensity_StandardDeviation,pyarrow.lib.DoubleScalar,9.869683941
FLAIR_NC_Intensity_Skewness,pyarrow.lib.DoubleScalar,0.1732655903
FLAIR_NC_Intensity_RootMeanSquare,pyarrow.lib.DoubleScalar,148.6439467
FLAIR_NC_Intensity_Range,pyarrow.lib.Int64Scalar,54
FLAIR_NC_Intensity_QuartileCoefficientOfVariation,pyarrow.lib.DoubleScalar,0.0472972973
FLAIR_NC_Intensity_NinetiethPercentile,pyarrow.lib.Int64Scalar,161
FLAIR_NC_Intensity_Mode,pyarrow.lib.Int64Scalar,152
FLAIR_NC_Intensity_Minimum,pyarrow.lib.Int64Scalar,122
FLAIR_NC_Intensity_MedianAbsoluteDeviation,pyarrow.lib.DoubleScalar,-0.6830065359
